customer_id,full_name,date_of_birth,email,phone,country_code,customer_segment,kyc_status,onboarded_date,relationship_manager_id,last_updated_ts
CUST000181,Customer 181,1999-09-11,customer181@example.com,+447803079055,FR,CORPORATE,VERIFIED,2025-01-30,RM0011,2025-01-17 00:35:00+00:00
CUST000182,Customer 182,1970-08-24,customer182@example.com,+447771330207,FR,RETAIL,VERIFIED,2024-08-19,RM0009,2025-07-22 04:07:00+00:00
CUST000183,Customer 183,1969-10-04,customer183@example.com,+447122978730,DE,RETAIL,VERIFIED,2023-09-21,,2024-02-12 00:36:00+00:00
CUST000184,Customer 184,1950-08-24,customer184@example.com,+447835147672,US,RETAIL,VERIFIED,2015-02-06,RM0012,2025-09-02 12:34:00+00:00
CUST000185,Customer 185,1956-05-15,customer185@example.com,+447879717936,AE,RETAIL,VERIFIED,2019-10-26,,2025-07-14 02:19:00+00:00
CUST000186,Customer 186,1955-04-14,customer186@example.com,+447175842194,US,CORPORATE,VERIFIED,2019-08-13,,2024-08-03 23:47:00+00:00
CUST000187,Customer 187,1970-07-16,customer187@example.com,+447333975497,DE,RETAIL,VERIFIED,2021-03-30,,2026-01-13 11:13:00+00:00
CUST000188,Customer 188,1956-01-18,customer188@example.com,+447116070149,DE,CORPORATE,VERIFIED,2016-05-27,RM0014,2025-02-26 20:54:00+00:00
CUST000189,Customer 189,1952-10-26,customer189@example.com,+447621358005,US,RETAIL,VERIFIED,2017-04-13,RM0014,2025-06-08 04:10:00+00:00
CUST000190,Customer 190,1979-08-24,customer190@example.com,+447027571992,FR,RETAIL,VERIFIED,2019-03-12,RM0013,2024-07-07 07:39:00+00:00
CUST000191,Customer 191,1956-05-10,customer191@example.com,+447997385005,FR,RETAIL,VERIFIED,2023-03-16,RM0013,2026-05-04 08:12:00+00:00
CUST000192,Customer 192,1996-02-16,customer192@example.com,+447334961542,AE,RETAIL,VERIFIED,2022-04-24,,2024-04-27 05:42:00+00:00
CUST000193,Customer 193,1971-05-09,customer193@example.com,+447618257024,US,RETAIL,VERIFIED,2019-06-03,RM0019,2026-03-29 18:54:00+00:00
CUST000194,Customer 194,1974-12-26,customer194@example.com,+447727296111,AE,RETAIL,PENDING,2025-04-06,RM0008,2024-02-25 17:29:00+00:00
CUST000195,Customer 195,1993-07-20,customer195@example.com,+447974985653,FR,CORPORATE,VERIFIED,2017-07-22,,2025-10-22 17:04:00+00:00
CUST000196,Customer 196,1969-03-22,customer196@example.com,+447402982778,US,RETAIL,VERIFIED,2020-11-19,,2024-10-24 21:04:00+00:00
CUST000197,Customer 197,1998-05-18,customer197@example.com,+447425904456,FR,RETAIL,VERIFIED,2025-12-23,RM0010,2024-09-13 03:12:00+00:00
CUST000198,Customer 198,1961-11-14,customer198@example.com,+447767741192,SG,PRIVATE_BANKING,VERIFIED,2022-01-11,,2026-01-13 18:31:00+00:00
CUST000199,Customer 199,1992-05-28,customer199@example.com,+447212954978,SG,RETAIL,VERIFIED,2023-09-19,,2024-12-04 11:08:00+00:00
CUST000200,Customer 200,1971-10-20,customer200@example.com,+447081600593,GB,RETAIL,VERIFIED,2023-10-21,,2025-11-18 20:15:00+00:00
CUST000201,Customer 201,1992-06-07,customer201@example.com,+447635760237,FR,RETAIL,VERIFIED,2017-07-24,RM0013,2024-04-12 09:39:00+00:00
CUST000202,Customer 202,1986-07-09,customer202@example.com,+447741541582,DE,RETAIL,VERIFIED,2022-10-21,,2024-03-12 06:20:00+00:00
CUST000203,Customer 203,1967-01-31,customer203@example.com,+447891819497,AE,RETAIL,VERIFIED,2022-11-23,,2025-05-12 14:21:00+00:00
CUST000204,Customer 204,1958-06-18,customer204@example.com,+447673496394,US,RETAIL,VERIFIED,2025-04-08,RM0003,2025-09-23 21:19:00+00:00
CUST000205,Customer 205,1958-09-12,customer205@example.com,+447260757540,SG,RETAIL,VERIFIED,2018-11-14,RM0020,2025-12-11 18:09:00+00:00
CUST000206,Customer 206,1988-09-02,customer206@example.com,+447109415691,FR,RETAIL,VERIFIED,2021-09-02,RM0001,2025-08-02 18:23:00+00:00
CUST000207,Customer 207,1981-10-14,customer207@example.com,+447748605284,DE,RETAIL,VERIFIED,2016-11-25,RM0006,2026-04-07 10:27:00+00:00
CUST000208,Customer 208,1988-01-01,customer208@example.com,+447829445037,FR,RETAIL,VERIFIED,2018-01-02,RM0014,2024-06-21 00:20:00+00:00
CUST000209,Customer 209,1986-11-18,customer209@example.com,+447323821937,FR,RETAIL,VERIFIED,2022-01-09,,2024-09-09 07:45:00+00:00
CUST000210,Customer 210,1991-11-25,customer210@example.com,+447912995414,SG,PRIVATE_BANKING,VERIFIED,2017-08-23,,2026-01-27 20:27:00+00:00
CUST000211,Customer 211,1954-11-11,customer211@example.com,+447734717549,SG,RETAIL,VERIFIED,2020-05-08,,2024-10-10 11:08:00+00:00
CUST000212,Customer 212,1958-10-30,customer212@example.com,+447644687060,FR,RETAIL,VERIFIED,2021-11-06,,2025-11-26 23:21:00+00:00
CUST000213,Customer 213,1955-06-10,customer213@example.com,+447864929067,AE,RETAIL,VERIFIED,2017-08-16,RM0018,2025-05-06 14:28:00+00:00
CUST000214,Customer 214,1986-02-14,customer214@example.com,+447129981882,FR,PRIVATE_BANKING,VERIFIED,2019-02-08,,2025-01-02 09:31:00+00:00
CUST000215,Customer 215,1980-06-10,customer215@example.com,+447854942461,AE,RETAIL,VERIFIED,2023-05-17,,2025-07-18 03:11:00+00:00
CUST000216,Customer 216,1959-10-21,customer216@example.com,+447607665448,FR,RETAIL,VERIFIED,2018-03-04,,2025-10-23 19:05:00+00:00
CUST000217,Customer 217,1972-04-22,customer217@example.com,+447840348305,US,RETAIL,VERIFIED,2023-09-18,,2024-10-14 04:57:00+00:00
CUST000218,Customer 218,1967-03-11,customer218@example.com,+447044097647,DE,RETAIL,VERIFIED,2024-05-19,RM0016,2025-07-05 06:16:00+00:00
CUST000219,Customer 219,1967-01-24,customer219@example.com,+447372807202,FR,PRIVATE_BANKING,VERIFIED,2018-02-03,,2026-01-21 20:04:00+00:00
CUST000220,Customer 220,1998-02-11,customer220@example.com,+447572030854,SG,RETAIL,VERIFIED,2023-08-10,RM0014,2026-01-14 02:57:00+00:00
CUST000221,Customer 221,1990-04-01,customer221@example.com,+447459967386,GB,RETAIL,VERIFIED,2024-06-27,,2024-01-20 16:40:00+00:00
CUST000222,Customer 222,1962-07-30,customer222@example.com,+447710303128,US,CORPORATE,VERIFIED,2019-03-02,RM0020,2024-02-01 18:37:00+00:00
CUST000223,Customer 223,1987-11-07,customer223@example.com,+447397897455,SG,RETAIL,VERIFIED,2025-11-30,RM0004,2025-02-18 18:13:00+00:00
CUST000224,Customer 224,1966-06-18,customer224@example.com,+447074041730,US,CORPORATE,VERIFIED,2018-11-20,,2024-02-07 17:16:00+00:00
CUST000225,Customer 225,1974-12-28,customer225@example.com,+447543271261,GB,RETAIL,VERIFIED,2018-09-28,,2025-07-10 17:30:00+00:00
CUST000226,Customer 226,1991-07-04,customer226@example.com,+447695294275,FR,CORPORATE,VERIFIED,2025-12-25,,2025-10-31 04:23:00+00:00
CUST000227,Customer 227,1972-05-30,customer227@example.com,+447366394187,AE,CORPORATE,FAILED,2021-06-24,,2025-02-05 07:57:00+00:00
CUST000228,Customer 228,1956-10-06,customer228@example.com,+447013585139,FR,RETAIL,PENDING,2018-02-23,RM0010,2026-03-01 18:46:00+00:00
CUST000229,Customer 229,1989-10-03,customer229@example.com,+447912224883,AE,RETAIL,VERIFIED,2019-03-13,RM0016,2024-10-24 04:29:00+00:00
CUST000230,Customer 230,1999-05-17,customer230@example.com,+447451034639,SG,RETAIL,PENDING,2022-01-21,RM0009,2025-05-28 16:05:00+00:00
CUST000231,Customer 231,1958-10-14,customer231@example.com,+447882971099,US,CORPORATE,VERIFIED,2025-02-11,,2025-02-10 11:32:00+00:00
CUST000232,Customer 232,1954-07-16,customer232@example.com,+447526350075,SG,RETAIL,VERIFIED,2016-03-15,RM0006,2024-01-11 21:15:00+00:00
CUST000233,Customer 233,1998-07-01,customer233@example.com,+447113321496,DE,CORPORATE,VERIFIED,2023-01-20,RM0013,2026-04-05 19:43:00+00:00
CUST000234,Customer 234,1951-04-29,customer234@example.com,+447465492204,SG,RETAIL,VERIFIED,2015-03-20,RM0015,2024-06-18 16:08:00+00:00
CUST000235,Customer 235,1958-05-15,customer235@example.com,+447388896443,SG,RETAIL,FAILED,2025-11-13,,2025-04-01 05:11:00+00:00
CUST000236,Customer 236,1971-03-17,customer236@example.com,+447682454310,DE,RETAIL,VERIFIED,2018-01-23,RM0009,2025-08-02 18:42:00+00:00
CUST000237,Customer 237,1964-12-02,customer237@example.com,+447957321378,GB,CORPORATE,VERIFIED,2019-05-18,,2024-05-29 23:46:00+00:00
CUST000238,Customer 238,1986-06-18,customer238@example.com,+447889817696,AE,RETAIL,FAILED,2023-08-12,,2025-05-10 11:02:00+00:00
CUST000239,Customer 239,1993-07-27,customer239@example.com,+447493641365,GB,CORPORATE,VERIFIED,2026-05-03,,2024-08-12 15:14:00+00:00
CUST000240,Customer 240,1993-03-09,customer240@example.com,+447759466878,AE,RETAIL,PENDING,2026-02-06,RM0004,2024-03-05 08:23:00+00:00
CUST000241,Customer 241,1969-03-06,customer241@example.com,+447164272995,AE,RETAIL,PENDING,2024-03-05,,2024-08-27 01:42:00+00:00
CUST000242,Customer 242,1985-12-24,customer242@example.com,+447467600762,SG,RETAIL,VERIFIED,2026-01-11,RM0018,2024-07-30 16:58:00+00:00
CUST000243,Customer 243,1955-04-06,customer243@example.com,+447189125618,AE,RETAIL,VERIFIED,2024-04-27,RM0019,2026-03-21 11:24:00+00:00
CUST000244,Customer 244,1964-10-08,customer244@example.com,+447787906704,AE,RETAIL,VERIFIED,2024-12-15,,2025-04-25 14:56:00+00:00
CUST000245,Customer 245,1984-01-01,customer245@example.com,+447560221300,SG,PRIVATE_BANKING,VERIFIED,2025-12-17,,2024-02-17 01:41:00+00:00
CUST000246,Customer 246,1950-03-12,customer246@example.com,+447698423334,DE,RETAIL,VERIFIED,2018-10-02,RM0017,2024-11-27 03:45:00+00:00
CUST000247,Customer 247,1985-01-10,customer247@example.com,+447289998761,SG,PRIVATE_BANKING,VERIFIED,2016-11-08,RM0018,2025-06-17 20:53:00+00:00
CUST000248,Customer 248,1973-10-17,customer248@example.com,+447661330848,GB,RETAIL,VERIFIED,2015-09-10,RM0016,2024-10-07 23:16:00+00:00
CUST000249,Customer 249,1990-10-27,customer249@example.com,+447867797300,FR,RETAIL,VERIFIED,2019-12-12,RM0008,2025-08-15 17:36:00+00:00
CUST000250,Customer 250,1975-08-05,customer250@example.com,+447987431941,DE,CORPORATE,VERIFIED,2021-07-20,RM0003,2024-06-27 12:41:00+00:00
CUST000251,Customer 251,1987-12-14,customer251@example.com,+447577858758,SG,RETAIL,VERIFIED,2015-09-25,RM0002,2025-01-22 11:37:00+00:00
CUST000252,Customer 252,1999-11-11,customer252@example.com,+447831764920,SG,RETAIL,VERIFIED,2021-03-01,RM0017,2025-10-31 02:33:00+00:00
CUST000253,Customer 253,1993-08-30,customer253@example.com,+447519151495,FR,CORPORATE,VERIFIED,2020-01-16,RM0020,2024-09-14 12:58:00+00:00
CUST000254,Customer 254,1963-11-21,customer254@example.com,+447499154414,SG,CORPORATE,VERIFIED,2021-06-22,,2024-08-16 16:25:00+00:00
CUST000255,Customer 255,1967-01-14,customer255@example.com,+447467694547,AE,RETAIL,VERIFIED,2018-10-09,RM0015,2024-12-27 11:31:00+00:00
CUST000256,Customer 256,1976-08-14,customer256@example.com,+447886625773,GB,RETAIL,VERIFIED,2025-04-04,,2026-03-22 15:56:00+00:00
CUST000257,Customer 257,1969-07-13,customer257@example.com,+447784933416,US,RETAIL,VERIFIED,2026-02-09,RM0007,2025-09-10 00:32:00+00:00
CUST000258,Customer 258,1955-04-01,customer258@example.com,+447636164778,GB,CORPORATE,VERIFIED,2017-07-16,RM0005,2024-05-22 14:10:00+00:00
CUST000259,Customer 259,1998-08-23,customer259@example.com,+447288187517,AE,CORPORATE,VERIFIED,2017-07-24,,2024-08-23 02:32:00+00:00
CUST000260,Customer 260,1955-06-21,customer260@example.com,+447346071904,FR,CORPORATE,VERIFIED,2021-01-03,,2025-10-20 08:13:00+00:00
CUST000261,Customer 261,1978-02-19,customer261@example.com,+447914520040,AE,RETAIL,VERIFIED,2023-03-25,RM0007,2024-06-02 05:10:00+00:00
CUST000262,Customer 262,1955-02-17,customer262@example.com,+447263598427,US,PRIVATE_BANKING,VERIFIED,2015-12-07,RM0005,2025-01-05 19:45:00+00:00
CUST000263,Customer 263,1954-07-02,customer263@example.com,+447891990632,GB,RETAIL,PENDING,2024-11-24,RM0009,2026-04-16 03:42:00+00:00
CUST000264,Customer 264,1992-10-10,customer264@example.com,+447093053577,SG,RETAIL,VERIFIED,2019-11-26,RM0003,2024-08-23 13:51:00+00:00
CUST000265,Customer 265,1995-02-11,customer265@example.com,+447299496923,AE,PRIVATE_BANKING,VERIFIED,2024-07-14,,2024-12-04 23:07:00+00:00
CUST000266,Customer 266,1997-08-25,customer266@example.com,+447946644279,US,RETAIL,VERIFIED,2017-04-18,RM0018,2025-05-08 21:30:00+00:00
CUST000267,Customer 267,1964-02-15,customer267@example.com,+447484044963,DE,CORPORATE,VERIFIED,2020-07-20,RM0009,2025-05-05 06:37:00+00:00
CUST000268,Customer 268,1955-02-07,customer268@example.com,+447261846370,GB,CORPORATE,VERIFIED,2021-09-04,RM0001,2024-06-14 20:53:00+00:00
CUST000269,Customer 269,1995-07-24,customer269@example.com,+447805817775,AE,RETAIL,PENDING,2015-09-22,RM0020,2025-02-24 00:15:00+00:00
CUST000270,Customer 270,1957-03-10,customer270@example.com,+447498976917,US,RETAIL,VERIFIED,2025-02-01,RM0014,2024-02-14 04:36:00+00:00
CUST000271,Customer 271,1966-09-03,customer271@example.com,+447611871397,DE,CORPORATE,VERIFIED,2020-11-22,,2025-08-29 05:08:00+00:00
CUST000272,Customer 272,1956-02-24,customer272@example.com,+447655338677,GB,RETAIL,VERIFIED,2022-10-26,,2025-10-06 16:02:00+00:00
CUST000273,Customer 273,1956-02-05,customer273@example.com,+447717461907,AE,RETAIL,VERIFIED,2016-12-13,RM0019,2025-08-09 04:03:00+00:00
CUST000274,Customer 274,1971-02-07,customer274@example.com,+447406936666,GB,RETAIL,VERIFIED,2024-11-05,RM0004,2024-06-19 08:59:00+00:00
CUST000275,Customer 275,1986-03-23,customer275@example.com,+447361203124,DE,RETAIL,VERIFIED,2017-08-19,RM0019,2024-07-03 16:25:00+00:00
CUST000276,Customer 276,1960-10-03,customer276@example.com,+447030816384,SG,RETAIL,VERIFIED,2020-04-25,RM0010,2025-09-05 18:40:00+00:00
CUST000277,Customer 277,1972-02-02,customer277@example.com,+447530757561,SG,RETAIL,VERIFIED,2019-09-16,RM0012,2024-01-20 23:46:00+00:00
CUST000278,Customer 278,1953-07-26,customer278@example.com,+447913703651,AE,RETAIL,VERIFIED,2022-11-12,RM0009,2025-11-08 09:05:00+00:00
CUST000279,Customer 279,1957-05-10,customer279@example.com,+447348981305,DE,RETAIL,VERIFIED,2024-08-08,RM0016,2024-08-09 14:38:00+00:00
CUST000280,Customer 280,1987-08-12,customer280@example.com,+447195249057,SG,RETAIL,VERIFIED,2018-09-21,RM0016,2025-04-27 15:10:00+00:00
CUST000281,Customer 281,2000-09-16,customer281@example.com,+447523502759,GB,RETAIL,PENDING,2018-02-14,,2024-08-12 13:38:00+00:00
CUST000282,Customer 282,1996-11-25,customer282@example.com,+447227761953,DE,CORPORATE,VERIFIED,2019-08-20,,2024-05-26 18:52:00+00:00
CUST000283,Customer 283,1978-05-20,customer283@example.com,+447380990401,GB,RETAIL,VERIFIED,2019-08-23,,2026-02-24 05:39:00+00:00
CUST000284,Customer 284,1973-05-24,customer284@example.com,+447856665975,DE,PRIVATE_BANKING,VERIFIED,2016-05-01,RM0013,2025-11-06 16:16:00+00:00
CUST000285,Customer 285,1968-04-29,customer285@example.com,+447277403790,DE,RETAIL,VERIFIED,2022-11-13,,2024-06-20 23:43:00+00:00
CUST000286,Customer 286,1978-03-10,customer286@example.com,+447365436049,AE,PRIVATE_BANKING,VERIFIED,2021-04-21,RM0011,2024-12-16 14:38:00+00:00
CUST000287,Customer 287,1971-06-01,customer287@example.com,+447300281010,GB,PRIVATE_BANKING,VERIFIED,2018-10-11,RM0002,2025-08-27 02:14:00+00:00
CUST000288,Customer 288,1973-10-30,customer288@example.com,+447945236377,DE,RETAIL,VERIFIED,2022-04-05,RM0009,2025-01-22 12:08:00+00:00
CUST000289,Customer 289,1985-07-05,customer289@example.com,+447640116562,DE,RETAIL,VERIFIED,2021-07-25,RM0001,2024-04-21 00:12:00+00:00
CUST000290,Customer 290,1961-09-28,customer290@example.com,+447752890318,AE,RETAIL,VERIFIED,2021-06-28,RM0010,2025-06-19 16:43:00+00:00
CUST000291,Customer 291,1976-11-30,customer291@example.com,+447945008067,AE,CORPORATE,VERIFIED,2020-12-30,RM0016,2025-03-05 04:38:00+00:00
CUST000292,Customer 292,1991-01-08,customer292@example.com,+447296641124,GB,RETAIL,VERIFIED,2017-02-19,RM0004,2024-04-08 05:30:00+00:00
CUST000293,Customer 293,1978-05-14,customer293@example.com,+447596776072,SG,PRIVATE_BANKING,VERIFIED,2018-01-15,RM0008,2025-09-21 19:02:00+00:00
CUST000294,Customer 294,1956-07-05,customer294@example.com,+447010899674,FR,RETAIL,VERIFIED,2024-03-25,,2026-03-13 17:32:00+00:00
CUST000295,Customer 295,1950-11-02,customer295@example.com,+447554724287,AE,RETAIL,VERIFIED,2016-04-30,RM0015,2026-02-09 03:05:00+00:00
CUST000296,Customer 296,1991-02-12,customer296@example.com,+447205145276,DE,CORPORATE,VERIFIED,2021-03-21,RM0011,2025-05-08 21:08:00+00:00
CUST000297,Customer 297,2000-07-05,customer297@example.com,+447091926217,DE,RETAIL,PENDING,2017-11-05,,2025-09-09 17:52:00+00:00
CUST000298,Customer 298,1958-12-21,customer298@example.com,+447259154084,US,RETAIL,PENDING,2017-12-23,RM0003,2024-01-02 21:41:00+00:00
CUST000299,Customer 299,1956-07-28,customer299@example.com,+447773174285,GB,CORPORATE,PENDING,2020-08-07,,2025-03-17 16:26:00+00:00
CUST000300,Customer 300,1998-03-27,customer300@example.com,+447436398872,AE,RETAIL,VERIFIED,2018-04-13,,2025-01-14 01:44:00+00:00
CUST000301,Customer 301,1969-02-14,customer301@example.com,+447524606470,DE,RETAIL,VERIFIED,2022-03-23,RM0016,2025-06-26 13:14:00+00:00
CUST000302,Customer 302,1995-05-21,customer302@example.com,+447596115913,FR,RETAIL,VERIFIED,2020-07-20,RM0012,2026-04-01 15:50:00+00:00
CUST000303,Customer 303,1973-10-17,customer303@example.com,+447814073098,FR,RETAIL,FAILED,2023-10-23,RM0017,2026-02-26 12:22:00+00:00
CUST000304,Customer 304,1961-11-19,customer304@example.com,+447258045858,FR,RETAIL,PENDING,2025-12-23,RM0003,2025-08-26 23:58:00+00:00
CUST000305,Customer 305,1981-04-24,customer305@example.com,+447741536135,GB,PRIVATE_BANKING,VERIFIED,2018-03-10,RM0017,2026-02-18 22:36:00+00:00
CUST000306,Customer 306,1956-03-04,customer306@example.com,+447511201082,SG,RETAIL,VERIFIED,2021-01-10,RM0017,2024-04-10 13:08:00+00:00
CUST000307,Customer 307,1971-12-01,customer307@example.com,+447693532952,US,CORPORATE,VERIFIED,2024-04-16,RM0001,2024-09-17 15:49:00+00:00
CUST000308,Customer 308,1983-02-25,customer308@example.com,+447764334960,GB,RETAIL,VERIFIED,2023-06-01,,2024-08-26 02:18:00+00:00
CUST000309,Customer 309,1975-07-27,customer309@example.com,+447527015393,FR,RETAIL,VERIFIED,2025-02-19,RM0007,2025-09-04 17:26:00+00:00
CUST000310,Customer 310,1964-02-26,customer310@example.com,+447481223755,GB,RETAIL,VERIFIED,2016-09-10,RM0008,2024-09-20 06:00:00+00:00
CUST000311,Customer 311,1989-04-24,customer311@example.com,+447851405188,SG,RETAIL,VERIFIED,2017-02-01,,2025-12-27 23:50:00+00:00
CUST000312,Customer 312,1998-09-26,customer312@example.com,+447018514813,US,RETAIL,VERIFIED,2024-01-14,,2024-01-08 18:33:00+00:00
CUST000313,Customer 313,1977-02-20,customer313@example.com,+447099915275,US,RETAIL,VERIFIED,2021-03-29,RM0007,2024-04-30 16:00:00+00:00
CUST000314,Customer 314,1997-06-15,customer314@example.com,+447315933049,AE,CORPORATE,VERIFIED,2023-04-12,,2025-01-19 20:13:00+00:00
CUST000315,Customer 315,1950-09-14,customer315@example.com,+447237937327,US,RETAIL,VERIFIED,2025-03-13,RM0017,2025-12-05 10:26:00+00:00
CUST000316,Customer 316,1999-10-04,customer316@example.com,+447434222401,GB,RETAIL,VERIFIED,2025-12-12,RM0004,2025-01-05 03:09:00+00:00
CUST000317,Customer 317,1976-11-10,customer317@example.com,+447742800803,AE,RETAIL,PENDING,2022-05-05,RM0008,2025-03-12 20:37:00+00:00
CUST000318,Customer 318,1959-04-18,customer318@example.com,+447261246928,GB,RETAIL,VERIFIED,2015-01-21,RM0020,2024-09-16 08:54:00+00:00
CUST000319,Customer 319,1962-01-18,customer319@example.com,+447328786222,AE,RETAIL,PENDING,2017-02-02,RM0016,2025-07-02 13:36:00+00:00
CUST000320,Customer 320,1973-09-23,customer320@example.com,+447712921644,GB,RETAIL,VERIFIED,2025-04-13,RM0012,2025-01-09 19:17:00+00:00
CUST000321,Customer 321,1960-05-10,customer321@example.com,+447624440558,GB,PRIVATE_BANKING,VERIFIED,2023-01-13,RM0009,2025-11-27 12:48:00+00:00
CUST000322,Customer 322,1959-08-09,customer322@example.com,+447396232693,US,RETAIL,VERIFIED,2016-06-02,RM0003,2024-07-27 13:35:00+00:00
CUST000323,Customer 323,1999-08-20,customer323@example.com,+447508159580,US,PRIVATE_BANKING,VERIFIED,2023-12-03,,2026-03-13 17:30:00+00:00
CUST000324,Customer 324,1963-12-12,customer324@example.com,+447594287057,FR,RETAIL,VERIFIED,2019-11-20,RM0006,2024-07-02 11:35:00+00:00
CUST000325,Customer 325,1974-06-08,customer325@example.com,+447570073085,GB,RETAIL,PENDING,2024-08-20,RM0007,2025-07-22 15:16:00+00:00
CUST000326,Customer 326,1975-04-12,customer326@example.com,+447369106688,GB,CORPORATE,VERIFIED,2019-10-02,RM0008,2024-11-10 18:22:00+00:00
CUST000327,Customer 327,1968-11-23,customer327@example.com,+447456881239,SG,RETAIL,VERIFIED,2026-02-04,RM0009,2026-03-03 22:25:00+00:00
CUST000328,Customer 328,1980-10-05,customer328@example.com,+447800942073,US,CORPORATE,VERIFIED,2021-01-08,RM0017,2026-01-23 04:54:00+00:00
CUST000329,Customer 329,1968-04-07,customer329@example.com,+447590975123,US,RETAIL,VERIFIED,2022-03-29,,2025-11-06 03:47:00+00:00
CUST000330,Customer 330,1973-09-07,customer330@example.com,+447355184454,US,RETAIL,VERIFIED,2021-05-12,RM0001,2024-08-23 14:50:00+00:00
CUST000331,Customer 331,1995-05-06,customer331@example.com,+447377753674,GB,RETAIL,VERIFIED,2022-07-29,RM0005,2025-12-17 05:06:00+00:00
CUST000332,Customer 332,1993-10-30,customer332@example.com,+447754684750,SG,CORPORATE,VERIFIED,2017-12-05,RM0020,2024-08-07 16:25:00+00:00
CUST000333,Customer 333,1972-07-12,customer333@example.com,+447487205269,FR,RETAIL,PENDING,2025-11-19,RM0008,2026-03-15 10:51:00+00:00
CUST000334,Customer 334,1954-07-23,customer334@example.com,+447290894296,SG,RETAIL,VERIFIED,2022-09-16,,2025-07-17 19:44:00+00:00
CUST000335,Customer 335,1958-04-13,customer335@example.com,+447329233929,DE,RETAIL,VERIFIED,2016-02-01,RM0010,2025-12-01 22:03:00+00:00
CUST000336,Customer 336,1988-01-01,customer336@example.com,+447269942642,SG,RETAIL,VERIFIED,2016-01-12,RM0009,2024-06-13 12:40:00+00:00
CUST000337,Customer 337,1974-10-28,customer337@example.com,+447247538338,FR,CORPORATE,VERIFIED,2017-03-26,RM0013,2024-01-06 02:52:00+00:00
CUST000338,Customer 338,1953-12-15,customer338@example.com,+447129553265,GB,CORPORATE,VERIFIED,2025-04-22,RM0015,2024-05-28 15:59:00+00:00
CUST000339,Customer 339,1950-04-27,customer339@example.com,+447774473159,FR,CORPORATE,PENDING,2015-05-14,,2025-09-06 13:05:00+00:00
CUST000340,Customer 340,1979-12-04,customer340@example.com,+447206785808,AE,PRIVATE_BANKING,VERIFIED,2017-10-14,RM0017,2024-03-06 08:14:00+00:00
CUST000341,Customer 341,1961-09-26,customer341@example.com,+447338817025,GB,RETAIL,PENDING,2018-07-18,RM0013,2025-01-14 02:38:00+00:00
CUST000342,Customer 342,1973-07-02,customer342@example.com,+447128370927,SG,CORPORATE,VERIFIED,2024-11-24,RM0001,2024-02-08 23:24:00+00:00
CUST000343,Customer 343,1964-06-30,customer343@example.com,+447797662466,AE,RETAIL,PENDING,2025-03-28,RM0012,2025-02-14 19:41:00+00:00
CUST000344,Customer 344,1989-08-22,customer344@example.com,+447575379544,FR,RETAIL,PENDING,2015-01-06,RM0020,2025-06-17 09:45:00+00:00
CUST000345,Customer 345,1999-06-30,customer345@example.com,+447818394863,DE,RETAIL,VERIFIED,2024-08-05,RM0010,2025-09-03 01:49:00+00:00
CUST000346,Customer 346,1988-05-15,customer346@example.com,+447741057474,AE,RETAIL,FAILED,2019-07-16,RM0016,2026-04-19 05:40:00+00:00
CUST000347,Customer 347,2000-04-27,customer347@example.com,+447198803134,GB,CORPORATE,VERIFIED,2017-12-16,,2025-05-21 14:00:00+00:00
CUST000348,Customer 348,1950-11-13,customer348@example.com,+447205665554,DE,RETAIL,VERIFIED,2021-10-08,RM0011,2024-07-25 21:59:00+00:00
CUST000349,Customer 349,1960-01-14,customer349@example.com,+447232341238,DE,RETAIL,VERIFIED,2018-07-26,RM0009,2026-04-03 16:18:00+00:00
CUST000350,Customer 350,1956-10-01,customer350@example.com,+447793070706,SG,RETAIL,VERIFIED,2021-02-22,RM0010,2024-07-18 01:50:00+00:00
CUST000351,Customer 351,1963-05-17,customer351@example.com,+447519904272,DE,CORPORATE,PENDING,2017-02-03,,2025-09-05 16:33:00+00:00
CUST000352,Customer 352,1998-12-12,customer352@example.com,+447296889215,AE,RETAIL,VERIFIED,2023-01-31,RM0008,2025-12-16 07:39:00+00:00
CUST000353,Customer 353,1953-03-26,customer353@example.com,+447778017216,GB,RETAIL,VERIFIED,2020-08-13,RM0020,2024-06-22 21:02:00+00:00
CUST000354,Customer 354,1983-02-15,customer354@example.com,+447633064117,GB,RETAIL,VERIFIED,2016-11-06,RM0011,2025-01-03 07:41:00+00:00
CUST000355,Customer 355,1999-07-28,customer355@example.com,+447816267011,FR,RETAIL,VERIFIED,2023-05-05,RM0001,2024-01-01 05:05:00+00:00
CUST000356,Customer 356,1963-04-15,customer356@example.com,+447563324548,GB,PRIVATE_BANKING,VERIFIED,2018-09-17,RM0010,2024-10-09 12:22:00+00:00
CUST000357,Customer 357,1988-07-23,customer357@example.com,+447640799178,US,CORPORATE,VERIFIED,2016-02-29,,2025-11-16 12:25:00+00:00
CUST000358,Customer 358,1961-06-08,customer358@example.com,+447303867539,FR,RETAIL,VERIFIED,2023-11-21,RM0013,2025-08-23 06:33:00+00:00
CUST000359,Customer 359,1953-10-02,customer359@example.com,+447107939087,FR,CORPORATE,VERIFIED,2021-11-07,RM0019,2024-01-16 23:45:00+00:00
CUST000360,Customer 360,1977-08-28,customer360@example.com,+447894027897,US,CORPORATE,VERIFIED,2020-04-02,RM0019,2024-03-11 02:35:00+00:00
CUST000361,Customer 361,1982-09-18,customer361@example.com,+447208432166,AE,RETAIL,FAILED,2024-08-17,RM0011,2024-10-18 23:53:00+00:00
